genre,rank,estimated_sales
551732,10,45920.0
551732,11,45920.0
551732,12,45920.0
551732,13,45920.0
551732,14,32800.0
551732,15,32800.0
551732,16,32800.0
551732,17,32800.0
551732,18,30420.0
551732,19,30420.0
551732,20,30420.0
551736,1,189280.0
551736,2,189280.0
551736,3,189280.0
551736,4,113400.0
551736,5,43200.0
551736,6,43200.0
551736,7,40288.0
551736,8,40288.0
551736,9,40288.0
551736,10,40288.0
551736,11,40288.0
551736,12,40288.0
551736,13,35970.0
551736,14,35970.0
551736,15,35970.0
551736,16,35970.0
551736,17,35970.0
551736,18,35970.0
551736,19,32226.0
551736,20,32226.0
554973,1,98000.0
554973,2,84000.0
554973,3,76875.0
554973,4,70000.0
554973,5,56000.0
554973,6,54000.0
554973,7,54000.0
554973,8,53100.0
554973,9,50000.0
554973,10,49800.0
554973,11,46500.0
554973,12,44000.0
554973,13,44000.0
554973,14,40000.0
554973,15,40000.0
554973,16,40000.0
554973,17,40000.0
554973,18,35700.0
554973,19,27200.0
554973,20,27000.0
555003,1,101080.0
555003,2,81420.0
555003,3,63480.0
555003,4,49680.0
555003,5,41420.0
555003,6,34040.0
555003,7,32040.0
555003,8,28380.0
555003,9,28380.0
555003,10,24280.0
555003,11,22520.0
555003,12,20740.0
555003,13,20520.0
555003,14,19930.0
555003,15,19040.0
555003,16,17900.0
555003,17,17820.0
555003,18,15980.0
555003,19,15960.0
555003,20,15960.0
555421,1,227238.0
555421,2,168566.5
555421,3,129857.0
555421,4,114700.0
555421,5,99890.0
555421,6,89937.0
555421,7,87680.0
555421,8,69923.0
555421,9,66390.0
555421,10,56260.0
555421,11,56260.0
555421,12,45507.0
555421,13,45507.0
555421,14,44173.5
555421,15,44173.5
555421,16,32730.0
555421,17,27484.0
555421,18,26851.0
555421,19,23970.0
555421,20,23970.0
558754,1,397575.0
558754,2,122160.0
558754,3,75276.0
558754,4,56457.0
558754,5,27930.0
558754,6,21740.0
558754,7,21740.0
558754,8,21740.0
558754,9,21740.0
558754,10,21740.0
558754,11,21740.0
558754,12,21740.0
558754,13,21740.0
558754,14,21740.0
558754,15,21740.0
558754,16,21740.0
558754,17,12701.0
558754,18,12701.0
558754,19,12701.0
558754,20,12701.0
558846,1,192186.0
558846,2,170475.0
558846,3,139972.0
558846,4,107981.5
558846,5,107981.5
558846,6,107981.5
558846,7,88692.0
558846,8,88692.0
558846,9,88692.0
558846,10,87186.5
558846,11,74985.0
558846,12,74985.0
558846,13,74985.0
558846,14,74985.0
558846,15,74985.0
558846,16,74985.0
558846,17,58485.0
558846,18,58485.0
558846,19,56810.0
558846,20,56810.0
558873,1,236000.0
558873,2,236000.0
558873,3,117348.5
558873,4,117348.5
558873,5,117348.5
558873,6,117348.5
558873,7,117348.5
558873,8,117348.5
558873,9,117348.5
558873,10,117348.5
558873,11,117348.5
558873,12,117348.5
558873,13,117348.5
558873,14,117348.5
558873,15,117348.5
558873,16,117348.5
558873,17,117348.5
558873,18,117348.5
558873,19,72540.0
558873,20,72540.0
560271,1,761600.0
560271,2,339600.0
560271,3,256500.0
560271,4,218400.0
560271,5,193200.0
560271,6,193200.0
560271,7,142800.0
560271,8,132300.0
560271,9,122500.0
560271,10,122500.0
560271,11,120900.0
560271,12,117800.0
560271,13,111000.0
560271,14,111000.0
560271,15,98800.0
560271,16,98800.0
560271,17,98800.0
560271,18,87000.0
560271,19,83400.0
560271,20,83400.0
562641,1,494150.0
562641,2,453800.0
562641,3,449050.0
562641,4,436500.0
562641,5,428000.0
562641,6,427800.0
562641,7,427800.0
562641,8,421900.0
562641,9,398800.0
562641,10,396000.0
562641,11,394500.0
562641,12,298200.0
562641,13,298200.0
562641,14,298200.0
562641,15,290500.0
562641,16,290500.0
562641,17,285800.0
562641,18,12820.0
562641,19,12170.0
562641,20,5960.0
563339,1,125400.0
563339,2,105396.5
563339,3,76375.0
563339,4,71048.0
563339,5,64800.0
563339,6,56832.5
563339,7,51900.0
563339,8,49380.0
563339,9,43978.0
563339,10,43560.0
563339,11,43560.0
563339,12,43560.0
563339,13,41714.0
563339,14,38680.0
563339,15,38680.0
563339,16,38680.0
563339,17,38589.5
563339,18,36584.5
563339,19,36584.5
563339,20,36584.5
563342,1,295196.0
563342,2,237133.0
563342,3,211536.0
563342,4,180619.0
563342,5,180619.0
563342,6,164450.0
563342,7,155274.0
563342,8,146448.0
563342,9,133814.0
563342,10,133092.0
563342,11,119702.5
563342,12,119702.5
563342,13,114900.0
563342,14,114900.0
563342,15,114900.0
563342,16,114900.0
563342,17,97766.0
563342,18,97766.0
563342,19,86047.0
563342,20,73860.0
563689,1,147400.0
563689,2,147400.0
563689,3,147400.0
563689,4,147400.0
563689,5,135800.0
563689,6,124200.0
563689,7,112600.0
563689,8,106198.0
563689,9,106198.0
563689,10,106198.0
563689,11,106198.0
563689,12,106198.0
563689,13,106198.0
563689,14,106198.0
563689,15,106198.0
563689,16,106198.0
563689,17,99000.0
563689,18,99000.0
563689,19,99000.0
563689,20,99000.0
564286,1,200380.0
564286,2,200380.0
564286,3,200380.0
564286,4,200380.0
564286,5,187999.0
564286,6,187999.0
564286,7,149760.0
564286,8,149760.0
564286,9,149000.0
564286,10,149000.0
564286,11,143374.5
564286,12,135789.5
564286,13,135789.5
564286,14,127999.0
564286,15,127999.0
564286,16,119980.0
564286,17,115440.0
564286,18,115440.0
564286,19,115440.0
564286,20,103137.0
564647,1,231696.0
564647,2,231696.0
564647,3,231696.0
564647,4,231696.0
564647,5,231696.0
564647,6,81108.0
564647,7,81108.0
564647,8,74889.0
564647,9,74889.0
564647,10,74889.0
564647,11,74749.0
564647,12,72502.0
564647,13,72502.0
564647,14,70190.0
564647,15,54072.0
564647,16,54072.0
564647,17,54072.0
564647,18,49448.0
564647,19,49448.0
564647,20,49448.0
564895,1,521640.0
564895,2,521640.0
564895,3,521640.0
564895,4,521640.0
564895,5,214800.0
564895,6,214800.0
564895,7,214800.0
564895,8,214800.0
564895,9,206400.0
564895,10,206400.0
564895,11,206400.0
564895,12,206400.0
564895,13,206400.0
564895,14,206400.0
564895,15,119400.0
564895,16,119400.0
564895,17,116399.0
564895,18,115393.0
564895,19,115393.0
564895,20,107400.0
565724,1,139300.0
565724,2,139300.0
565724,3,139300.0
565724,4,139300.0
565724,5,139300.0
565724,6,139300.0
565724,7,139300.0
565724,8,139300.0
565724,9,139300.0
565724,10,139300.0
565724,11,139300.0
565724,12,139300.0
565724,13,135320.0
565724,14,135320.0
565724,15,117410.0
565724,16,117410.0
565724,17,117410.0
565724,18,75620.0
565724,19,71640.0
565724,20,71640.0
566061,1,63650.0
566061,2,60640.0
566061,3,45480.0
566061,4,38740.0
566061,5,30320.0
566061,6,28900.0
566061,7,23840.0
566061,8,22740.0
566061,9,21240.0
566061,10,21240.0
566061,11,19160.0
566061,12,17340.0
566061,13,16194.0
566061,14,15160.0
566061,15,15140.0
566061,16,15140.0
566061,17,13530.0
566061,18,12280.0
566061,19,12280.0
566061,20,12280.0
566403,1,1591085.0
566403,2,788905.0
566403,3,644691.5
566403,4,471566.5
566403,5,327255.0
566403,6,323514.0
566403,7,288000.0
566403,8,172499.5
566403,9,162491.0
566403,10,160446.5
566403,11,124407.0
566403,12,124407.0
566403,13,123849.0
566403,14,123849.0
566403,15,120411.0
566403,16,120411.0
566403,17,120411.0
566403,18,104337.0
566403,19,104337.0
566403,20,82563.0
566647,1,492500.0
566647,2,473000.0
566647,3,169880.0
566647,4,130922.0
566647,5,130922.0
566647,6,91460.0
566647,7,82280.0
566647,8,82280.0
566647,9,62340.0
566647,10,62340.0
566647,11,61580.0
566647,12,58800.0
566647,13,52500.0
566647,14,52500.0
566647,15,45170.0
566647,16,45170.0
566647,17,44440.0
566647,18,44000.0
566647,19,44000.0
566647,20,37300.0
567251,1,202628.5
567251,2,125772.0
567251,3,115892.0
567251,4,81548.5
567251,5,72009.0
567251,6,72009.0
567251,7,65724.5
567251,8,61783.5
567251,9,61783.5
567251,10,61783.5
567251,11,57687.0
567251,12,57687.0
567251,13,50534.0
567251,14,50534.0
567251,15,45122.0
567251,16,45122.0
567251,17,45122.0
567251,18,45122.0
567251,19,45122.0
567251,20,35468.0
567434,1,62725.0
567434,2,56360.0
567434,3,46180.0
567434,4,46180.0
567434,5,46180.0
567434,6,37635.0
567434,7,37635.0
567434,8,34908.0
567434,9,32181.0
567434,10,32181.0
567434,11,32181.0
567434,12,32181.0
567434,13,32181.0
567434,14,32181.0
567434,15,32181.0
567434,16,32181.0
567434,17,31272.0
567434,18,25090.0
567434,19,25090.0
567434,20,24362.0
567538,1,546700.0
567538,2,354785.0
567538,3,162870.0
567538,4,99125.0
567538,5,99125.0
567538,6,99125.0
567538,7,99125.0
567538,8,99125.0
567538,9,99125.0
567538,10,99125.0
567538,11,99125.0
567538,12,99125.0
567538,13,57365.0
567538,14,57365.0
567538,15,57365.0
567538,16,57365.0
567538,17,52500.0
567538,18,52500.0
567538,19,46900.0
567538,20,39600.0
567554,1,217800.0
567554,2,217800.0
567554,3,217800.0
567554,4,217800.0
567554,5,217800.0
567554,6,141570.0
567554,7,141570.0
567554,8,141570.0
567554,9,108900.0
567554,10,108900.0
567554,11,108900.0
567554,12,108900.0
567554,13,108900.0
567554,14,87120.0
567554,15,54800.0
567554,16,54800.0
567554,17,54800.0
567554,18,54800.0
567554,19,53299.5
567554,20,53299.5
567623,1,265440.0
567623,2,193450.0
567623,3,121460.0
567623,4,49470.0
567623,5,46800.0
567623,6,44480.0
567623,7,44480.0
567623,8,44480.0
567623,9,43495.0
567623,10,43495.0
567623,11,43495.0
567623,12,43495.0
567623,13,43495.0
567623,14,43495.0
567623,15,43495.0
567623,16,43495.0
567623,17,43495.0
567623,18,37530.0
567623,19,30240.0
567623,20,30240.0
567645,1,137356.0
567645,2,77341.0
567645,3,77341.0
567645,4,77341.0
567645,5,73387.5
567645,6,67000.0
567645,7,67000.0
567645,8,52052.0
567645,9,52052.0
567645,10,52052.0
567645,11,41350.0
567645,12,41350.0
567645,13,41350.0
567645,14,41350.0
567645,15,41350.0
567645,16,41350.0
567645,17,39590.5
567645,18,33000.0
567645,19,32066.0
567645,20,32066.0
567662,1,171801.0
567662,2,107171.0
567662,3,83760.0
567662,4,82600.0
567662,5,59760.0
567662,6,59000.0
567662,7,52000.0
567662,8,43400.0
567662,9,41880.0
567662,10,41600.0
567662,11,39910.0
567662,12,34900.0
567662,13,34900.0
567662,14,29900.0
567662,15,29900.0
567662,16,29900.0
567662,17,29090.0
567662,18,25200.0
567662,19,24800.0
567662,20,23600.0
567664,1,317800.0
567664,2,176000.0
567664,3,140400.0
567664,4,99000.0
567664,5,74700.0
567664,6,64368.0
567664,7,59580.0
567664,8,54000.0
567664,9,45000.0
567664,10,43200.0
567664,11,43200.0
567664,12,35200.0
567664,13,32780.0
567664,14,32780.0
567664,15,32000.0
567664,16,32000.0
567664,17,32000.0
567664,18,28800.0
567664,19,26400.0
567664,20,26400.0
567665,1,129800.0
567665,2,102687.0
567665,3,78770.0
567665,4,78770.0
567665,5,77880.0
567665,6,70440.0
567665,7,70440.0
567665,8,70440.0
567665,9,70440.0
567665,10,70440.0
567665,11,46970.0
567665,12,46970.0
567665,13,44745.0
567665,14,38691.0
567665,15,38691.0
567665,16,34554.0
567665,17,34554.0
567665,18,34554.0
567665,19,34554.0
567665,20,34554.0
