shop,genre,sales,units,page_views
58137,567623,0,0,66
58200,101954,0,0,1
5829,206361,888600,11,3837
5829,206363,424700,21,7674
5829,206440,0,0,338
5829,207288,119060,5,2024
5829,301577,0,0,233
5829,304080,240000,1,11177
5829,408789,1060890,49,9432
5829,502280,0,0,198
5829,551180,4339525,322,52066
5829,558846,8091958,322,101630
5829,558873,68092838,866,345702
5829,560271,1276310,189,25717
58294,205611,0,0,1
58294,301577,3000,2,229
58294,401534,3080,2,32
58294,551732,0,0,2
58294,567538,40139,12,177
58311,201351,143610,13,941
58500,100487,72770,20,3801
58518,200181,0,0,9
58518,201632,0,0,20
58518,205272,6560,2,52
58518,205611,0,0,6
58518,206440,0,0,2
58518,208532,0,0,6
58518,301577,0,0,2
58518,402279,5079,2,249
58518,408789,0,0,13
58518,502221,0,0,3
58518,508456,0,0,1
58518,509417,0,0,6
58518,551180,0,0,11
58518,551732,0,0,1
58518,551736,0,0,1
58518,558846,0,0,3
58518,558873,0,0,14
58518,560271,29769,11,544
58518,564895,0,0,3
58523,502280,38219852,5863,256362
58552,206440,0,0,97
58552,551180,161410,83,7249
58552,558846,196000,36,2126
58552,558873,82400,15,3862
58591,502280,24430,5,250
58591,502835,0,0,4
58591,508456,10400,8,194
58591,560271,290640,359,11115
58591,564895,7840,8,396
58646,206440,11446,7,932
58646,560271,11450,6,343
5866,402279,0,0,7
5866,509434,23520,18,617
58662,202502,6239820,1102,53434
58662,402279,280280,51,2355
58662,506539,0,0,7
58662,509434,148800,15,508
58662,563342,265060,47,2511
58775,565724,167524,36,2184
58801,101535,0,0,3
58801,110409,1649460,247,6054
58801,207774,782045,183,5420
58801,566647,2598276,634,9810
58808,507843,3767400,476,5857
58808,567645,22000,22,525
58832,204586,0,0,50
58832,205582,0,0,13
58832,205611,18540,3,156
58832,205761,0,0,64
58832,216424,1542860,269,2189
58832,507843,33484,7,259
58832,508456,59600,12,175
58832,509417,118800,6,1134
58832,510003,350712,67,1715
58832,551736,65450,29,840
58832,563689,12940,2,165
58832,567251,3380,1,93
58832,567538,8580,1,143
58832,567554,0,0,76
58875,101954,0,0,4
58875,205582,0,0,1
58875,216173,1540,2,78
58875,509434,0,0,1
58875,560271,34800,32,861
58880,100992,220658000,3946,87652
58880,101384,47988000,626,16898
58880,101954,86664000,1294,46083
58880,201486,61195000,758,9343
58880,205611,744000,13,2134
58880,206361,2608000,73,7359
58880,206363,454798000,7503,72806
58880,206440,264000,6,486
58880,206471,1386000,79,7320
58880,214099,4256000,211,4387
58880,214104,10154000,505,8285
58880,304080,3276000,4,985
58880,401131,92000,7,558
58880,401534,42000,1,124
58880,407120,162000,6,533
58880,408789,806000,31,6777
58880,501098,36000,3,85
58880,502280,1848000,84,7494
58880,506536,310000,23,1131
58880,506539,1490000,69,1877
58880,551180,4068000,235,17190
58880,558846,978000,49,1898
58880,558873,3504000,79,14459
58880,563339,0,0,49
58880,563342,36000,3,64
59021,560271,404378,332,4745
59027,200181,97410,49,1372
59027,208532,67660,17,667
59027,216173,0,0,58
59027,502835,2533296,2227,48867
59027,508456,0,0,1
59027,551736,8500,11,1830
59027,560271,110980,106,2866
5903,216158,1147594,303,18538
5903,216173,37030,48,500
5903,304080,1502550,256,10354
5903,401534,59700,41,1202
5903,408789,20600,31,4124
59074,100487,121400,83,5686
59074,206440,5151515,1557,159713
59074,206471,2532910,713,111370
59074,216158,12600,2,376
59074,408789,0,0,570
59102,206440,436460,396,13953
59102,206471,163180,61,5588
59138,408789,1500,1,29
59138,567645,17520,5,240
59166,551228,71610,7,249
59219,101954,0,0,447
59219,201184,2441000,112,3648
59219,207802,440000,18,415
59219,216424,129239000,1342,9530
59219,408789,0,0,52
59219,506539,0,0,14
59219,563342,703000,31,1148
59251,509434,12000,4,71
59277,101020,0,0,22
59277,201486,2978,1,28
59277,216424,229720,17,636
59277,507843,152384,14,183
59277,567538,423730,33,637
59277,567623,231074,35,387
59277,567645,10090,1,15
59297,101384,3922000,116,3914
59297,101954,940000,24,1176
59297,201184,663000,36,1335
59297,204934,0,0,35
59297,204964,12000,1,89
59297,205761,12000,1,81
59297,214099,15000,1,12
59297,214104,195000,11,293
59297,506539,0,0,70
59298,205611,89700,16,968
59298,206440,0,0,514
59298,401131,13598,14,541
5933,201925,8562,2,691
5933,402279,3962,1,693
59372,204586,1069710,147,7125
59372,215430,0,0,21
59372,401534,7800,1,572
59372,408789,211100,29,6018
59434,551732,6000,2,48
59437,205611,0,0,4
59437,206440,12736,3,64
59640,216424,94600,25,392
59640,551228,0,0,20
59640,567538,155480,26,527
5965,201184,0,0,163
5965,201351,9600,4,68
5965,214099,18650,9,212
59708,551180,141900,36,1235
59708,551736,11880,10,173
59837,100181,85140,42,1746
59837,204586,89480,26,4538
59837,205582,443780,126,4668
59837,205611,86200,51,2835
59837,205761,10500,8,413
59837,215913,1954940,506,22143
59837,216173,4000,3,29
59837,402279,112740,35,3098
59837,502835,0,0,65
59837,508456,186730,83,7708
59837,551732,1000,1,29
59837,560271,7480,8,799
59837,567554,24380,6,192
59899,100181,39840,8,468
59899,110365,552740,488,16170
59899,200181,3980,1,35
59899,201632,0,0,45
59899,201925,0,0,12
59899,205272,18400,5,382
59899,205582,0,0,83
59899,205611,21500,4,221
59899,206361,0,0,7
59899,208532,0,0,39
59899,214781,0,0,10
59899,215913,8280,2,110
59899,216424,72719,6,213
59899,301577,0,0,21
59899,402279,0,0,26
59899,408789,5960,3,153
59899,502280,0,0,57
59899,502835,10440,3,352
59899,507843,155760,11,179
59899,510003,0,0,254
59899,551228,6960,2,51
59899,558846,0,0,3
59899,560271,423680,322,16888
59899,563689,0,0,6
59905,101535,0,0,16
59905,110435,7290,1,66
59905,201632,7722,4,444
59905,205272,0,0,6
59905,205582,43642,25,2121
59905,205611,628945,256,17871
59905,205761,53242,25,1348
59905,207288,9603,5,400
59905,214099,20250,2,91
59905,214104,2700,1,50
59905,215913,2200,1,177
59905,402279,52162,64,3969
59905,407120,34980,9,104
59905,408789,366108,341,12049
59905,501098,0,0,9
59905,502221,0,0,261
59905,506539,285012,86,2803
59905,551228,3960,1,103
59905,551732,1024578,558,14031
59905,551736,2120841,1548,43510
59905,563689,0,0,280
59905,566647,348786,35,1217
59916,205611,32120,3,174
59916,215913,19580,1,490
59916,401534,13200,4,424
59916,402279,161970,33,2704
59916,407120,59840,12,608
59916,408789,18150,3,552
59916,508456,0,0,6
59916,509434,0,0,93
59916,551228,9240,2,178
59916,551732,3300,2,169
59916,551736,0,0,22
59916,567554,4180,1,222
59932,201632,271480,77,9505
59932,205611,6160,1,777
59932,207288,17160,8,195
59932,212377,0,0,3
59932,215430,0,0,16
59932,215913,12100,2,298
59932,216173,36300,3,170
59932,216424,8712,2,70
59932,401534,0,0,37
59932,402279,4381960,692,51646
59932,508456,154770,16,788
59932,551228,1160620,99,11309
59991,216424,1918920,318,10351
60035,216173,2915,3,54
60052,101384,128641000,2775,45479
60052,101535,0,0,3
60052,101954,7766000,281,7644
60052,110632,1490000,20,211
60052,200181,92400000,658,22446
60052,201184,14000,1,60
60052,201351,24000,2,346
60052,201632,113000,4,272
60052,202502,0,0,213
60052,204586,1272000,15,1428
60052,204934,0,0,571
60052,205582,1400000,26,781
60052,205761,110000,9,518
60052,207288,11000,1,126
60052,207774,39000,3,175
60052,207802,108000,3,116
60052,214099,589000,63,633
60052,214104,3702000,330,10259
60052,215913,186618000,2281,96355
60052,216424,110000,1,124
60052,304080,310000,2,154
60052,402018,873000,9,733
60052,506536,1706000,137,647
60052,506539,2054000,177,2116
60052,508456,630606000,6847,119963
60052,509417,190640000,2364,36296
60052,511293,13041300,740,3328
60052,551180,0,0,237
60052,551736,30000,3,192
60052,555003,0,0,10
60052,563689,340000,5,379
60052,565724,0,0,46
60052,566647,17574000,543,6969
60065,205761,116804,28,265
60094,201925,0,0,27
60094,204586,0,0,424
60094,205272,108300,39,2015
60094,212377,0,0,12
60094,502835,0,0,44
60094,509434,0,0,62
60094,560271,0,0,138
60147,560271,5582908,4128,46222
60204,216173,14766,9,571
60204,558873,41472,17,744
60348,205582,0,0,41
60348,205611,0,0,85
60348,206440,71009,31,10125
60348,206471,20500,9,3596
60348,301577,25720,4,554
60348,401131,0,0,30
60348,401534,0,0,103
60348,407120,11140,3,220
60348,551228,16000,5,439
60348,551736,5740,4,642
60348,558873,0,0,18
60348,560271,0,0,255
60351,101020,0,0,3
60351,201486,4208502,2135,16192
60351,214781,10620,5,52
60357,100181,0,0,13
60357,204586,0,0,15
60357,205582,0,0,3
60357,215430,0,0,59
60357,551228,0,0,22
60395,216173,210200,107,3594
60395,502221,0,0,21
60395,502835,64440,38,1554
60423,558846,5147730,1116,29944
60427,101020,7000,3,88
60427,205761,18260,3,494
60427,207774,43030,15,951
60427,214099,172379,59,1450
60427,506536,0,0,6
60427,507843,0,0,36
60427,566061,1122785,147,2264
60427,566647,0,0,62
60427,567538,4180,1,38
60427,567645,3758510,502,13031
60430,101384,1232990000,9877,179487
60430,101954,3081000,46,1135
60430,201351,462000,33,1012
60430,214099,3297000,125,3307
60430,506539,206000,10,384
60430,551180,0,0,50
60430,564647,236000,19,522
60471,100487,92280,25,3120
60471,110365,2001720,815,21464
60471,205611,204660,61,3613
60471,207288,2173038,1192,60996
60471,408789,69220,15,2585
60471,502221,1522289,240,27047
60471,502280,4121820,573,37644
60520,408789,4208698,963,70444
60520,551180,7144149,2177,111837
60520,558846,9475536,1560,112319
60520,558873,2049378,361,32225
6056,201184,0,0,7
6056,506539,2100,5,148
60567,205611,9806,4,619
60567,206440,629292,210,13014
60567,206471,503748,217,16929
60567,208532,7580,2,167
60567,216158,8400,2,145
60567,216173,37720,37,526
60567,408789,0,0,11
60567,502221,0,0,133
60567,502835,231744,107,2096
60567,508456,21284,12,872
60567,551180,58740,14,1023
60567,551228,3200,1,457
60567,551732,35070,12,510
60567,558846,18240,5,498
60567,558873,33580,14,2566
60567,560271,24502,17,1169
60621,110365,6080,16,262
60621,401534,1970760,1305,34622
60621,502280,169100,95,4553
60621,508456,70400,46,3058
60623,100487,3042,2,62
60649,215430,103635200,1026,299762
60705,100181,0,0,2
60705,201632,200980,29,1240
60705,204586,389800,11,656
60705,204964,1445993,149,16975
60705,207966,0,0,30
60705,208532,228890,6,90
60705,210413,39000,1,180
60705,212377,26000,2,108
60705,402279,137393,32,900
60705,502835,75100,4,379
60705,506012,22900,1,39
60705,507843,19000,2,0
60705,509417,24420,3,389
60705,555421,0,0,7
60705,564286,155000,1,17
60705,564895,38000,2,290
60705,566061,22505370,3762,41798
60705,566403,125400,6,670
60800,402279,24150,13,4730
60800,551732,31515,17,699
60832,100487,72908,21,4626
60832,110365,4107300,1808,74715
60832,200181,4740,2,51
60832,205611,173380,44,4071
60832,205761,5560,2,90
60832,207288,1290,1,84
60832,408789,2780,1,41
60832,502221,3288129,530,49114
60832,502280,36178510,5172,253909
60832,502835,12950,6,905
60832,560271,17040,8,732
60893,216424,844800,251,2584
60893,408789,1349615,88,17625
60893,502221,367000,28,7594
60893,502280,16962405,841,112049
60912,100992,468332,84,1770
60912,201486,0,0,2
60912,214781,220734,51,633
60912,216173,15544,3,484
60912,216424,0,0,2
60912,507843,0,0,1
60912,510003,4802266,578,23670
60912,555003,51300,5,153
60953,206440,16920,9,257
60953,408789,0,0,47
60953,509434,0,0,13
60953,560271,26500,15,1220
61000,216424,148500,17,619
6105,110409,838940,207,6366
6105,207774,2948880,478,10197
6105,214104,170100,43,976
6105,566647,103938806,11538,221028
61076,100487,0,0,121
61076,201925,0,0,81
61076,205272,2781,1,26
61076,205582,0,0,101
61076,205611,5940,3,100
61076,212377,27390,5,264
61076,301577,6556,2,1394
61076,402279,24574,8,1608
61076,408789,0,0,208
61076,565724,336680,111,2788
61076,567251,14120,3,75
61080,216158,6346,1,62
61080,216173,275716,138,3151
61080,304080,871373,81,6899
6117,100487,75736,62,2981
6117,508599,0,0,71
61201,100487,3060,3,192
61201,200181,7700,4,342
61201,206440,0,0,57
61201,216158,5280,1,403
61201,216173,622570,512,9524
61201,304080,0,0,145
61201,502280,28770,2,239
61201,551732,15420,7,568
61201,558873,0,0,53
61201,560271,3634,3,340
61209,502835,0,0,44
61240,100487,15300,4,379
61240,110365,3844530,688,51695
61240,201632,0,0,184
61240,201925,109120,14,715
61240,206440,1291977,112,20339
61240,206471,2228380,207,28893
61240,207288,6000,2,1050
61240,216158,44780,9,960
61240,216173,8000,4,172
61240,401131,10440,2,79
61240,401534,62000,8,1539
61240,408789,136450,33,2875
61240,560271,35975950,4194,262357
61287,100181,0,0,180
61287,100487,0,0,47
61287,100992,2106,1,8
61287,101020,0,0,12
61287,200181,14151,5,149
61287,201351,3017,2,140
61287,201632,51376,15,1757
61287,202502,0,0,11
61287,204964,5370,1,216
61287,205761,20864,5,221
61287,206361,0,0,1
61287,206440,0,0,263
61287,206471,9320,3,171
61287,207288,23487,11,488
61287,207966,0,0,28
61287,208532,2340,1,85
61287,210022,0,0,38
61287,212377,0,0,2
61287,214099,8910,2,59
61287,216424,0,0,20
61287,301577,7828,6,248
61287,304080,100219,7,3076
61287,501098,2902,1,13
61287,502221,0,0,32
61287,502280,0,0,536
61287,502835,27300,6,403
61287,506012,4868,2,144
61287,506536,0,0,38
61287,506539,0,0,8
61287,507843,4475,2,110
61287,508456,0,0,31
61287,509434,9454,4,35
61287,551180,15739,6,695
61287,551732,0,0,47
61287,551736,0,0,70
61287,554973,0,0,11
61287,555421,2899,2,68
61287,558846,90649,11,2361
61287,558873,0,0,122
61287,560271,56729,20,1122
61287,563342,85284,32,4725
61287,564647,0,0,8
61287,564895,0,0,85
61287,565724,7085,2,111
61287,566403,0,0,21
61287,567554,0,0,47
61287,567645,0,0,12
61347,206440,5100,2,347
61347,207288,348305,108,9265
61347,407120,193970,92,3043
61347,408789,0,0,464
61347,558846,228415,69,6272
61381,100487,69840,18,4447
61381,110365,77420,33,3953
61381,205611,92634,23,3124
61381,207288,0,0,21
61381,408789,183270,39,7649
61381,502221,4675182,670,59990
61381,502280,5954998,927,46272
61381,502835,5510,2,409
61398,508599,0,0,50
61398,551180,67320,17,2010
61398,558846,188900,36,3788
61398,558873,74100,5,1123
61430,206440,5046900,976,114824
61430,206471,514220,140,11030
61430,558873,0,0,90
61457,100487,111990,29,4656
61457,110365,1628510,719,22773
61457,205611,339980,99,5301
61457,207288,2182068,1183,59636
61457,408789,201280,36,10130
61457,502221,7932958,1124,91282
61457,502280,17812585,2837,147398
61457,502835,2845,1,92
61457,560271,86740,18,1533
61463,101954,4000,4,22
61463,110365,2600,1,116
61463,201632,0,0,4
61463,201925,0,0,7
61463,205582,0,0,116
61463,205611,9216,3,619
61463,206361,16282,2,241
61463,206363,3600,1,95
61463,206440,14592,4,639
61463,206471,0,0,151
61463,207288,5480,2,273
61463,216158,0,0,10
61463,216173,316034,260,4441
61463,301577,0,0,366
61463,304080,108122,19,1573
61463,401131,0,0,78
61463,401534,10362,4,931
61463,402279,0,0,64
61463,408789,3780,1,133
61463,502221,19117,4,836
61463,502280,7728,2,523
61463,502835,4320,2,39
61463,507515,0,0,33
61463,508456,0,0,73
61463,551180,0,0,129
61463,551228,5984,1,556
61463,551732,0,0,24
61463,551736,3000,1,280
61463,558846,176242,31,2678
61463,558873,282908,59,6354
61463,560271,28555,18,759
61463,563689,0,0,1
61504,551736,0,0,102
6158,100487,232360,154,5314
6158,200181,0,0,290
6158,201925,585100,75,11045
6158,205582,0,0,42
6158,205611,14980,1,302
6158,207288,17116,10,1933
6158,210022,8060,2,101
6158,216173,14436,13,697
6158,301577,469730,78,14685
6158,402018,0,0,31
6158,408789,11000,2,2756
6158,502221,27000,2,414
6158,502280,0,0,21
6158,502835,0,0,60
6158,509434,980,1,194
6158,551228,224110,45,6403
6158,555421,0,0,163
6158,560271,153062,97,4608
6158,563689,0,0,158
61592,207802,207750,45,1524
61658,565724,229323,41,1083
6168,506536,144978,51,2663
6168,567251,523365071,67638,1749699
6168,567645,0,0,11
61731,216424,71698598,25443,343985
6174,205611,65580,21,1193
6174,206363,48590,19,2325
6174,206440,0,0,11
6174,207288,35240,17,2273
6174,401131,1751523,1066,84922
6174,401534,74440,21,2095
6174,408789,22945098,16288,697151
6174,502280,0,0,47
6174,551180,218651835,81881,3183272
6174,558846,35993703,8593,473112
6174,558873,35014063,4596,668741
61759,216424,0,0,616
61759,509417,866388,68,4999
61759,510003,94600,14,2197
61759,567538,1191290,191,13356
61803,216158,133694,27,4698
61851,205582,19840,8,630
61851,208532,7460,2,1739
61851,216173,1180,1,398
61851,502835,443900,152,6988
61851,508456,61096,20,4467
61851,509417,49080,16,2606
61851,560271,12300,6,695
61982,200181,404540,25,2690
61982,201632,2500,1,109
61982,201925,49320,9,390
61982,210413,0,0,36
61982,507515,199776187,11767,321072
62113,101384,199909000,1490,44399
62113,101535,0,0,33
62113,101954,3568000,58,3341
62113,110632,47000,3,135
62113,201184,2026000,106,4473
62113,201351,3284000,132,7823
62113,201632,0,0,187
62113,207802,386000,16,278
62113,214099,192000,16,306
62113,214104,334000,31,723
62113,214781,60000,5,65
62113,407120,338000,10,307
62113,506536,4368000,172,4531
62113,506539,0,0,224
62113,563339,82000,4,97
62113,567662,0,0,80
62151,402018,39800,1,433
62187,110365,0,0,25
62187,201486,14853,14,200
62187,205761,15533,32,238
62187,207288,0,0,1
62187,216424,72695,57,604
62187,567538,571,4,115
62190,205611,76690,36,1158
62190,216173,28800,36,524
62190,401131,3422990,1937,44480
62190,555421,13780,9,691
62190,558873,438380,183,3623
62193,216424,1861770,171,3644
62193,402279,3000,1,18
62193,510003,48990,29,300
62196,110365,0,0,7
62196,207288,747200,639,14922
62196,216173,0,0,8
62196,301577,9365090,7459,133585
62196,502835,0,0,43
62196,560271,2312880,1572,20214
62219,205761,4980,4,1497
62219,408789,0,0,414
62241,110365,1299,1,261
62241,301577,1099,1,90
62241,401131,0,0,24
62241,401534,10641426,6190,170079
62241,551228,1898,1,124
62241,560271,869829,611,21196
62308,100992,504999251,77271,251263
62308,201486,262298419,32910,79265
62368,216173,4100,3,26
62368,567623,0,0,5
62380,206440,52200,7,572
62380,551736,0,0,2
62403,206440,15300,1,142
62403,401131,81550,13,1465
62428,100992,0,0,2
62428,201486,20382,7,200
62428,567623,429994,88,1963
62431,110365,4274471,2662,138756
62431,408789,185780,57,6810
6247,205582,4500,1,77
6247,215430,0,0,3041
6247,402279,2600,1,477
6247,407120,162200,50,2501
6247,408789,0,0,59
6247,551228,484580,36,9800
6247,551736,0,0,918
62483,506539,0,0,79
62483,551732,46716,14,388
62548,205582,71240,4,242
62548,205611,534780,153,6179
62548,206363,13550,2,383
62548,206440,49840,23,2848
62548,215913,1106340,266,11609
62548,301577,167670,17,2778
62548,558846,437760,131,7986
62629,100992,590,1,23
62629,201486,0,0,5
62629,205761,171630,31,1354
62629,216424,10920,4,390
62629,507843,2288,1,20
62629,510003,399600,54,605
62659,201632,88298,31,5371
62659,206440,15300,10,745
62659,206471,3980,1,307
62659,401131,3843589,1560,97984
62720,110632,0,0,2
62720,506536,0,0,79
62720,563339,84178,10,308
62720,563342,164026,8,293
62720,567662,21520,4,93
62720,567664,5668,1,31
62720,567665,257880,18,1401
62726,206440,1243755,286,14841
62726,206471,4737455,1589,43350
62726,560271,0,0,442
62734,563339,304260,50,2586
62734,563342,315840,52,2251
62734,567662,0,0,13
62872,101954,0,0,11
62872,206361,0,0,20
62872,206440,0,0,416
62872,206471,0,0,52
62872,216158,0,0,39
62872,216173,0,0,28
62872,301577,0,0,7
62872,551180,0,0,127
62872,558846,158779,25,2323
62872,558873,26619,4,788
62872,560271,3890,1,190
62896,201632,116900,34,1519
62896,207288,15340,8,482
62896,216424,3980,1,18
62896,506536,20940,3,211
62896,507843,3480,1,56
62896,508456,27512,4,54
62896,565724,11561,4,486
62896,567538,178788,44,446
6293,201925,0,0,16
6293,205761,59550,16,850
6293,207288,15040,8,794
6293,402018,0,0,2
6293,502835,3050,4,130
6293,509434,0,0,39
6293,551228,0,0,268
6293,560271,2600,4,381
62964,201351,0,0,1
62964,205761,0,0,4
62964,214099,11160,4,119
62964,216424,31120,3,11
62964,507843,14985,4,29
62964,509417,0,0,122
62964,567538,192330,56,800
62979,216173,1076000,833,9738
62979,502835,0,0,5
62979,555421,963240,656,13955
62979,558846,39800,9,968
62979,560271,4000,4,269
63026,204934,0,0,128
63141,100487,11269106,1772,148542
63141,206440,1767346,279,29886
63141,206471,7524386,1398,195300
63141,560271,3700,1,469
63164,110365,28860,32,1378
63164,205611,138680,78,1645
63235,100487,0,0,47
63235,206440,9751,3,363
63235,206471,17490,12,1448
63235,560271,7000,10,586
63256,110365,48400,7,193
63256,201632,401939,217,16524
63256,207288,236191,225,41058
63344,216173,245852,98,2273
63350,205582,524770,109,6421
63350,205611,59400,3,388
63350,205761,2700,4,203
63350,551736,28600,3,21
63504,201632,6100,2,105
63504,205611,3580,1,60
63504,206440,0,0,97
63504,206471,0,0,283
63504,207288,0,0,7
63504,216158,0,0,99
63504,301577,0,0,46
63504,304080,0,0,68
63504,401131,0,0,210
63504,401534,0,0,1
63504,502280,9160,2,451
63504,551228,27177,5,1806
63504,551732,0,0,4
63504,558846,0,0,100
63504,558873,0,0,123
63504,560271,0,0,10
63506,207288,7104,2,72
63506,408789,67444,33,1768
63508,216424,100860,44,1122
63508,510003,285620,160,4555
63543,201632,22000,5,807
63543,205582,2135210,195,21027
63543,205611,154632442,19937,794822
63543,563689,134780529,4229,405960
63580,214104,8516439,1633,35022
63652,205761,0,0,52
63652,214099,146993,46,612
63652,214104,2350,2,3
63652,216424,1732,1,3
63703,100181,145944,33,2704
63703,100487,6919,1,72
63703,101020,23674,3,85
63703,110365,0,0,52
63703,200181,0,0,52
63703,201184,4212,2,266
63703,201351,6400,2,41
63703,201486,0,0,7
63703,201632,644775,123,7347
63703,201925,1907,1,16
63703,204586,5000,1,120
63703,204964,73317,12,2290
63703,205272,0,0,5
63703,205582,12824,2,19
63703,205611,0,0,10
63703,205761,58932,13,1206
63703,206363,0,0,21
63703,206440,0,0,98
63703,207288,39524,4,236
63703,207966,0,0,33
63703,208532,39550,6,659
63703,210022,0,0,28
63703,210413,0,0,2
63703,212377,0,0,2
63703,214099,27332,10,501
63703,214781,0,0,24
63703,215913,0,0,60
63703,216173,0,0,1
63703,216424,28730,8,341
63703,301577,42856,5,147
63703,304080,306244,35,6674
63703,401534,0,0,334
63703,402279,0,0,190
63703,407120,0,0,52
63703,501098,5056,3,35
63703,502221,17409,2,95
63703,502280,29563,2,1392
63703,502835,101685,16,1578
63703,506012,63220,10,490
63703,506536,11858,5,102
63703,506539,5200,2,63
63703,507843,0,0,57
63703,508456,0,0,25
63703,509434,0,0,87
63703,551180,60711,6,1540
63703,551732,0,0,14
63703,551736,5815,1,355
63703,555421,0,0,335
63703,558846,81021,11,1128
63703,558873,0,0,231
63703,560271,221509,84,5081
63703,563342,5200,2,218
63703,564286,0,0,2
63703,564895,52182,2,588
63703,565724,112955,27,981
63703,566403,44836,1,54
63703,567554,12900,1,77
63703,567645,14286,3,49
63704,100181,1838,1,25
63704,100487,0,0,15
63704,100992,0,0,1
63704,101020,0,0,76
63704,200181,1659070,342,17425
63704,201351,0,0,7
63704,201632,614259,128,6492
63704,201925,379800,21,1789
63704,204964,6300,1,168
63704,205272,0,0,23
63704,205582,27812,6,989
63704,205761,21417,8,307
63704,206361,0,0,6
63704,206363,25909,9,1474
63704,206440,0,0,160
63704,207288,0,0,161
63704,208532,9364,4,56
63704,210413,144000,3,1486
63704,212377,0,0,4
63704,215913,8752,1,73
63704,216424,38905,8,970
63704,301577,626498,42,8726
63704,401534,0,0,10
63704,402279,4795,3,510
63704,501098,7248,7,180
63704,502221,4656,2,65
63704,502280,0,0,322
63704,502835,112192,21,2137
63704,507515,885820,87,7278
63704,507843,0,0,71
63704,508456,29797,12,534
63704,509434,10337,6,240
63704,551228,391342,213,2305
63704,551732,6974,2,181
63704,551736,3276,2,88
63704,558846,0,0,1
63704,560271,139977,62,2802
63704,562641,0,0,12
63704,563342,0,0,5
63704,564286,0,0,78
63704,564895,0,0,83
63704,565724,88449,20,1603
63704,566647,0,0,4
63704,567554,0,0,52
63717,408789,2770500,1794,40487
63877,101384,229600000,1275,22443
63877,101535,1078000,57,2340
63877,101954,0,0,122
63877,201184,418000,27,1312
63877,207802,120000,5,158
63877,214099,0,0,49
63877,214104,146000,8,456
63877,408789,0,0,230
6401,206440,0,0,47
6401,206471,0,0,17
6401,216158,732140,148,11689
6401,304080,0,0,213
6401,408789,0,0,226
6401,502280,0,0,2
6401,551180,174410,49,1762
6401,558846,59290,7,1049
6401,558873,378920,20,4442
6401,560271,6270,3,83
64060,567538,8637900,1909,30118
64132,401534,3473746,2182,55822
64134,101384,410604000,3915,93917
64134,101954,0,0,540
64182,100992,89390,63,3399
64182,201486,17500,15,87
64182,216173,186604,221,2527
64182,216424,14697676,1593,22099
64182,507843,113320,15,474
64182,510003,814380,108,1642
64182,567538,682960,51,1542
64182,567623,0,0,112
64354,100992,105670,10,117
64354,201486,0,0,9
64354,208532,89250,15,367
64354,216173,14750,34,1112
64354,216424,207690,23,252
64354,401131,53670,30,3297
64354,401534,473490,316,8555
64354,509434,129000,39,501
64354,510003,77140,11,655
64354,560271,3750,10,1715
64354,567538,54500,3,117
64375,555003,88070,14,698
64378,101954,0,0,471
64378,110365,21000,19,783
64378,216173,387300,358,6433
64378,502835,70980,80,1737
64385,100992,7468,2,423
64385,201486,3410,1,106
64385,567623,10146,2,97
64405,206440,35544,27,2925
64405,207288,19746,19,2479
64405,216173,0,0,100
64405,408789,207026,201,17554
64405,502835,0,0,2
64405,509434,0,0,5
6460,202502,21040,8,400
6461,101020,196000,11,82
64620,206440,0,0,12
64620,216158,317747,76,5243
64620,401534,74580,9,731
64620,407120,31320,12,950
64670,551228,0,0,126
64678,100992,32730,18,379
64678,101020,2332,2,79
64678,201486,17995,3,89
64678,216424,27390,3,123
64678,510003,0,0,59
6468,508456,7800,6,353
64759,205761,0,0,31
64759,214099,3300,3,49
64759,216173,0,0,4
64759,566061,12544,15,114
64762,216173,98200,81,1930
64762,502221,379740,128,4861
64762,502280,133480,26,1845
64762,560271,7780,5,1022
64882,207288,7470,2,390
64902,100992,0,0,38
64902,101020,43500,10,604
64902,214781,9000,3,17
64902,216424,18370045,1241,22602
64902,408789,11105420,211,113111
64902,506539,1728,1,161
64902,507843,16450,6,427
64914,201632,11920,3,1675
64914,205582,166433,36,4973
64914,205611,80390,15,2644
64914,215430,2702410,56,39235
64914,551228,126455954,12099,845375
64914,563689,126940,6,2924
64956,207288,69732,9,767
64956,208532,35200,2,602
64956,402279,97200,15,1585
64956,408789,116900,17,2384
64956,551736,0,0,14
64964,205582,659540,117,5862
64967,206440,19915,5,940
64967,206471,36700,10,837
64967,551180,140030,33,2568
64967,558846,3300,1,23
64967,558873,0,0,233
65061,100992,0,0,11
65061,201351,0,0,10
65061,201486,0,0,5
65061,205761,595000,45,1935
65061,216424,4108100,277,2808
65061,507843,293400,29,500
65061,508456,19800,1,1297
65061,510003,627420,83,625
65072,206440,3960,1,111
65072,207288,2960,2,138
65072,208532,633290,337,5664
65072,216173,71600,65,3037
65072,402279,725068,457,11939
65072,502835,1196022,436,17687
65072,508456,0,0,2
65072,551180,1394998,522,20362
65072,558873,314310,93,3715
65072,560271,28484,15,1447
65103,110365,711935,631,15952
65103,301577,37520150,3718,212672
65103,560271,17652538,9061,329463
65109,201632,157375,28,757
65109,205761,2480,1,18
65109,502835,119070,8,129
65109,506539,0,0,5
65109,566403,0,0,112
65109,567538,0,0,1
65120,101535,0,0,51
65120,110409,0,0,28
65120,110435,0,0,11
65120,201184,0,0,44
